0,0.550480973
1,0.509820922
2,0.526358564
3,0.52314456
4,0.525030601
5,0.523831443
6,0.516447851
7,0.510690137
8,0.495016569
9,0.534449827
10,0.55291925
11,0.442723259
12,0.467045811
13,0.474113731
14,0.483772982
15,0.485236184
16,0.483791859
17,0.475341557
18,0.470783548
19,0.457546316
20,0.434304346
21,0.535388446
22,0.503107801
23,0.466818893
24,0.499547218
25,0.5145768926282188
26,0.5219483328610814
27,0.5147064398961587
28,0.5194137229471706
29,0.5126940744467408
30,0.4935081573394856
31,0.489613575
32,0.453757435
33,0.490720175
34,0.510110195
35,0.471592399
36,0.508523589193396
37,0.5205761439675987
38,0.5052017518809792
39,0.49274211269612167
40,0.5032120077072211
41,0.5100038502240286
42,0.5154476831653336
43,0.48877328988206054
44,0.469563993
45,0.507069602
46,0.519715794
47,0.475102355
48,0.49110891764299636
49,0.5054882505157753
50,0.5020422633613495
51,0.49840803460151584
52,0.5149488824090861
53,0.5097377198244676
54,0.5093288835590296
55,0.5104072827655662
56,0.474287798
57,0.511965491
58,0.5170913
59,0.481959464
60,0.4991047521682407
61,0.5078403515157752
62,0.5147952512862126
63,0.49611268819593785
64,0.5101877102275005
65,0.4931787097405955
66,0.49040198414084235
67,0.5181988397385412
68,0.483778386
69,0.517429902
70,0.514151513
71,0.478728543
72,0.5009229113619843
73,0.5185058154375527
74,0.5066244682696344
75,0.5028187027792987
76,0.5105737865993564
77,0.5115158838083518
78,0.5002641945716573
79,0.5169916191490819
80,0.47874181
81,0.5194836
82,0.510990326
83,0.4756976
84,0.4949087032550198
85,0.508604570965399
86,0.5195078471283547
87,0.5128550366770448
88,0.5172507792013374
89,0.49504104163340173
90,0.5049687015847997
91,0.5219614123600158
92,0.478163704
93,0.521999338
94,0.506043527
95,0.466028522
96,0.5103321536729101
97,0.5144751138936718
98,0.5005998808079433
99,0.5022496170680418
100,0.5080158492013374
101,0.49361159551360406
102,0.4890594765136041
103,0.516420787460046
104,0.47726284
105,0.51866301
106,0.490445875
107,0.450041116
108,0.485147126
109,0.5157009739750044
110,0.4907842538079432
111,0.49035456429407814
112,0.49440286312546583
113,0.4902306701335964
114,0.49002140813359635
115,0.496278098
116,0.466235527
117,0.506604544
118,0.530446445
119,0.429236921
120,0.451620742
121,0.467790442
122,0.482213136
123,0.481225661
124,0.487136508
125,0.483946163
126,0.483897509
127,0.471760179
128,0.448812291
129,0.557153338
130,0.531763028
131,0.4935896
132,0.512793927
133,0.522079929
134,0.525683027
135,0.530027799
136,0.530830239
137,0.531101592
138,0.515190717
139,0.561587712
